path,tag
data_imp/indigo_audio_new/8b3cc6a4-9967-41dd-8c47-a470364242f3.wav,"[{'type': 'SPEECH', 'time-range': [0.12, 0.8200000000000001]}, {'type': 'SPEECH', 'time-range': [15.02, 17.2]}]"
data_imp/indigo_audio_new/02b872df-d12f-4491-a784-ba6ab63f9281.wav,"[{'type': 'SPEECH', 'time-range': [0.12, 0.52]}, {'type': 'SPEECH', 'time-range': [0.76, 1.0]}, {'type': 'SPEECH', 'time-range': [7.08, 8.44]}, {'type': 'SPEECH', 'time-range': [12.4, 12.82]}]"
data_imp/indigo_audio_new/9c57c97c-0176-4fab-a258-cf143f1ec834.wav,"[{'type': 'NON-SPEECH', 'time-range': [0.12, 21.92]}]"
data_imp/indigo_audio_new/87d0c0fa-1379-403d-8c9d-d87da9a10a84.wav,"[{'type': 'SPEECH', 'time-range': [0.12, 0.68]}, {'type': 'SPEECH', 'time-range': [0.92, 1.72]}, {'type': 'SPEECH', 'time-range': [1.82, 2.76]}, {'type': 'SPEECH', 'time-range': [4.24, 5.5]}, {'type': 'SPEECH', 'time-range': [5.6000000000000005, 7.42]}, {'type': 'SPEECH', 'time-range': [8.26, 9.06]}, {'type': 'SPEECH', 'time-range': [9.4, 10.9]}]"
data_imp/indigo_audio_new/c8002fa4-3b27-4969-a7d3-7e7ef6d7aac1.wav,"[{'type': 'NON-SPEECH', 'time-range': [0.12, 2.76]}, {'type': 'NON-SPEECH', 'time-range': [3.44, 4.26]}, {'type': 'NON-SPEECH', 'time-range': [4.72, 5.46]}, {'type': 'NON-SPEECH', 'time-range': [6.58, 7.56]}, {'type': 'NON-SPEECH', 'time-range': [10.2, 12.08]}, {'type': 'NON-SPEECH', 'time-range': [12.16, 15.48]}, {'type': 'NON-SPEECH', 'time-range': [18.1, 19.56]}, {'type': 'NON-SPEECH', 'time-range': [21.96, 22.38]}, {'type': 'NON-SPEECH', 'time-range': [23.36, 24.3]}, {'type': 'NON-SPEECH', 'time-range': [26.58, 35.24]}]"
data_imp/indigo_audio_new/25333ea8-69dc-415c-b85f-d23040ed8bdf.wav,"[{'type': 'SPEECH', 'time-range': [0.12, 0.88]}, {'type': 'NON-SPEECH', 'time-range': [17.76, 19.32]}, {'type': 'SPEECH', 'time-range': [17.76, 19.5]}]"
data_imp/indigo_audio_new/0738e02b-b080-4c56-ac14-d5b6f3429ec5.wav,"[{'type': 'SPEECH', 'time-range': [0.12, 1.16]}, {'type': 'SPEECH', 'time-range': [1.32, 2.12]}, {'type': 'SPEECH', 'time-range': [3.44, 3.7]}, {'type': 'SPEECH', 'time-range': [4.86, 6.5]}, {'type': 'SPEECH', 'time-range': [7.54, 9.0]}, {'type': 'SPEECH', 'time-range': [9.12, 9.96]}]"
data_imp/indigo_audio_new/b8fee50d-cf2f-42a1-bedb-c0577b433270.wav,"[{'type': 'SPEECH', 'time-range': [0.14, 1.36]}, {'type': 'NON-SPEECH', 'time-range': [15.22, 17.66]}, {'type': 'SPEECH', 'time-range': [15.28, 17.0]}]"
data_imp/indigo_audio_new/660e9fe5-d024-48b0-bb1c-aebcb753f48d.wav,"[{'type': 'SPEECH', 'time-range': [0.14, 0.52]}, {'type': 'NON-SPEECH', 'time-range': [6.86, 10.44]}, {'type': 'SPEECH', 'time-range': [9.34, 9.88]}, {'type': 'NON-SPEECH', 'time-range': [10.62, 14.4]}, {'type': 'SPEECH', 'time-range': [11.26, 12.92]}, {'type': 'SPEECH', 'time-range': [13.54, 14.2]}]"
data_imp/indigo_audio_new/f1499833-8446-4e3b-a29b-90b31337d7bc.wav,"[{'type': 'SPEECH', 'time-range': [0.14, 1.08]}, {'type': 'SPEECH', 'time-range': [1.18, 2.6]}]"
data_imp/indigo_audio_new/ffc5a9d4-3625-4fe9-8f7c-8baa8fc80bfd.wav,"[{'type': 'SPEECH', 'time-range': [0.14, 0.92]}, {'type': 'SPEECH', 'time-range': [6.140000000000001, 9.5]}, {'type': 'SPEECH', 'time-range': [9.78, 10.84]}, {'type': 'SPEECH', 'time-range': [11.3, 13.04]}, {'type': 'SPEECH', 'time-range': [13.54, 17.04]}, {'type': 'NON-SPEECH', 'time-range': [17.44, 18.88]}, {'type': 'SPEECH', 'time-range': [17.6, 18.94]}, {'type': 'SPEECH', 'time-range': [19.34, 23.22]}, {'type': 'NON-SPEECH', 'time-range': [21.62, 23.12]}, {'type': 'SPEECH', 'time-range': [23.26, 24.3]}]"
data_imp/indigo_audio_new/470dfac1-ad2d-4634-a35e-ff86d1a03a82.wav,"[{'type': 'SPEECH', 'time-range': [0.14, 1.24]}, {'type': 'SPEECH', 'time-range': [11.76, 12.46]}, {'type': 'SPEECH', 'time-range': [13.16, 13.88]}, {'type': 'SPEECH', 'time-range': [14.4, 15.0]}]"
data_imp/indigo_audio_new/c84d413f-4b1b-4fa8-8f73-2693c3505950.wav,"[{'type': 'SPEECH', 'time-range': [0.16, 0.92]}, {'type': 'SPEECH', 'time-range': [1.68, 2.8000000000000003]}, {'type': 'SPEECH', 'time-range': [3.26, 7.08]}, {'type': 'SPEECH', 'time-range': [7.24, 8.44]}, {'type': 'SPEECH', 'time-range': [8.8, 10.64]}, {'type': 'SPEECH', 'time-range': [11.04, 14.64]}]"
data_imp/indigo_audio_new/9ee7dfa5-d022-4d0c-a5e9-e72240b43f98.wav,"[{'type': 'SPEECH', 'time-range': [0.16, 1.96]}, {'type': 'NON-SPEECH', 'time-range': [16.02, 19.64]}, {'type': 'SPEECH', 'time-range': [16.66, 19.6]}]"
data_imp/indigo_audio_new/d6fa6b74-5edf-4c37-b17f-16069ccd57d9.wav,"[{'type': 'SPEECH', 'time-range': [0.18, 1.48]}, {'type': 'SPEECH', 'time-range': [1.56, 1.94]}, {'type': 'NON-SPEECH', 'time-range': [4.28, 4.74]}, {'type': 'SPEECH', 'time-range': [6.78, 7.54]}, {'type': 'NON-SPEECH', 'time-range': [10.68, 11.12]}, {'type': 'SPEECH', 'time-range': [10.8, 11.12]}, {'type': 'NON-SPEECH', 'time-range': [12.2, 12.72]}, {'type': 'SPEECH', 'time-range': [12.3, 12.68]}, {'type': 'NON-SPEECH', 'time-range': [13.08, 13.4]}, {'type': 'NON-SPEECH', 'time-range': [13.52, 14.6]}, {'type': 'SPEECH', 'time-range': [14.54, 15.6]}]"
data_imp/indigo_audio_new/82f32447-3606-4bac-83b0-3736ac7bb9bf.wav,"[{'type': 'NON-SPEECH', 'time-range': [0.18, 14.46]}]"
data_imp/indigo_audio_new/8675468a-14a4-49e2-8a9a-81fbbb6493d2.wav,"[{'type': 'SPEECH', 'time-range': [0.18, 1.16]}, {'type': 'SPEECH', 'time-range': [3.44, 4.1]}, {'type': 'NON-SPEECH', 'time-range': [9.12, 9.66]}, {'type': 'SPEECH', 'time-range': [9.52, 10.32]}]"
data_imp/indigo_audio_new/daa377d0-efd2-4339-b5e3-1ec49b30586c.wav,"[{'type': 'SPEECH', 'time-range': [0.2, 0.36]}, {'type': 'SPEECH', 'time-range': [0.54, 2.12]}, {'type': 'NON-SPEECH', 'time-range': [1.72, 2.16]}, {'type': 'NON-SPEECH', 'time-range': [9.5, 11.18]}, {'type': 'SPEECH', 'time-range': [9.84, 12.24]}]"
data_imp/indigo_audio_new/2e2d86ca-ad60-41cd-8253-6d7b8e44438f.wav,"[{'type': 'SPEECH', 'time-range': [0.2, 0.66]}, {'type': 'SPEECH', 'time-range': [3.28, 4.44]}, {'type': 'SPEECH', 'time-range': [8.32, 9.9]}]"
data_imp/indigo_audio_new/ef015fc8-f2e3-47da-931f-717e40497bba.wav,"[{'type': 'NON-SPEECH', 'time-range': [0.22, 1.84]}, {'type': 'NON-SPEECH', 'time-range': [2.34, 4.84]}, {'type': 'NON-SPEECH', 'time-range': [5.0200000000000005, 6.68]}, {'type': 'NON-SPEECH', 'time-range': [6.9, 7.72]}, {'type': 'NON-SPEECH', 'time-range': [8.06, 8.52]}, {'type': 'NON-SPEECH', 'time-range': [9.42, 10.58]}, {'type': 'NON-SPEECH', 'time-range': [11.1, 11.78]}, {'type': 'NON-SPEECH', 'time-range': [12.06, 13.26]}, {'type': 'NON-SPEECH', 'time-range': [14.34, 15.14]}, {'type': 'NON-SPEECH', 'time-range': [15.34, 15.96]}, {'type': 'NON-SPEECH', 'time-range': [16.34, 16.98]}, {'type': 'NON-SPEECH', 'time-range': [17.66, 18.24]}, {'type': 'NON-SPEECH', 'time-range': [19.0, 20.06]}, {'type': 'NON-SPEECH', 'time-range': [20.46, 22.12]}, {'type': 'NON-SPEECH', 'time-range': [23.84, 24.22]}, {'type': 'NON-SPEECH', 'time-range': [25.12, 25.82]}, {'type': 'NON-SPEECH', 'time-range': [26.4, 26.78]}, {'type': 'NON-SPEECH', 'time-range': [27.18, 27.6]}, {'type': 'NON-SPEECH', 'time-range': [27.76, 29.26]}, {'type': 'NON-SPEECH', 'time-range': [29.44, 30.3]}]"
data_imp/indigo_audio_new/7913255e-a412-48f6-a952-9d64f1521e0c.wav,"[{'type': 'SPEECH', 'time-range': [0.22, 0.72]}, {'type': 'SPEECH', 'time-range': [5.4, 6.32]}, {'type': 'NON-SPEECH', 'time-range': [9.06, 10.92]}, {'type': 'SPEECH', 'time-range': [9.14, 10.92]}]"
data_imp/indigo_audio_new/3c1a62e9-5ed5-4cc9-9567-bef9730c8acd.wav,"[{'type': 'SPEECH', 'time-range': [0.22, 0.74]}, {'type': 'NON-SPEECH', 'time-range': [3.8, 5.0]}, {'type': 'NON-SPEECH', 'time-range': [6.94, 7.72]}, {'type': 'SPEECH', 'time-range': [7.66, 8.28]}, {'type': 'SPEECH', 'time-range': [8.76, 9.54]}]"
data_imp/indigo_audio_new/288b0eb0-caba-4864-9c5c-b46436c1dc53.wav,"[{'type': 'SPEECH', 'time-range': [0.22, 1.2]}, {'type': 'SPEECH', 'time-range': [1.66, 5.16]}, {'type': 'SPEECH', 'time-range': [7.74, 8.18]}, {'type': 'SPEECH', 'time-range': [9.58, 10.44]}]"
data_imp/indigo_audio_new/e4ef16d7-a97d-4370-9e06-5086541c4ba4.wav,"[{'type': 'NON-SPEECH', 'time-range': [0.26, 9.06]}, {'type': 'NON-SPEECH', 'time-range': [9.12, 16.96]}, {'type': 'NON-SPEECH', 'time-range': [17.18, 18.1]}, {'type': 'NON-SPEECH', 'time-range': [18.34, 19.7]}, {'type': 'NON-SPEECH', 'time-range': [19.92, 23.74]}, {'type': 'NON-SPEECH', 'time-range': [24.24, 34.0]}]"
data_imp/indigo_audio_new/580c4c34-ac78-46e1-91c8-ac0acd418e7d.wav,"[{'type': 'NON-SPEECH', 'time-range': [0.28, 33.84]}]"
data_imp/indigo_audio_new/ec78720a-5363-4b7b-907f-1f6db385d1c1.wav,"[{'type': 'SPEECH', 'time-range': [0.28, 0.76]}, {'type': 'SPEECH', 'time-range': [8.16, 8.76]}]"
data_imp/indigo_audio_new/56259bcf-1865-405c-9dcd-17b6447059ed.wav,"[{'type': 'SPEECH', 'time-range': [0.28, 0.64]}, {'type': 'NON-SPEECH', 'time-range': [19.02, 19.9]}, {'type': 'NON-SPEECH', 'time-range': [20.22, 21.6]}, {'type': 'SPEECH', 'time-range': [30.64, 32.660000000000004]}, {'type': 'SPEECH', 'time-range': [32.72, 34.94]}]"
data_imp/indigo_audio_new/e03c93e4-404e-4b31-806f-ff895d986332.wav,"[{'type': 'SPEECH', 'time-range': [0.32, 0.6]}, {'type': 'NON-SPEECH', 'time-range': [0.86, 1.3]}, {'type': 'NON-SPEECH', 'time-range': [1.5, 2.04]}, {'type': 'NON-SPEECH', 'time-range': [2.42, 3.14]}, {'type': 'NON-SPEECH', 'time-range': [3.66, 4.36]}, {'type': 'NON-SPEECH', 'time-range': [5.5, 7.28]}, {'type': 'SPEECH', 'time-range': [6.5600000000000005, 7.32]}]"
data_imp/indigo_audio_new/73f8f4bb-827d-4e6d-9cae-483f722c6710.wav,"[{'type': 'SPEECH', 'time-range': [0.32, 1.16]}, {'type': 'SPEECH', 'time-range': [6.36, 6.94]}]"
data_imp/indigo_audio_new/463dc131-3141-4bd2-9db0-50bfbd9681bf.wav,"[{'type': 'SPEECH', 'time-range': [0.34, 1.08]}, {'type': 'SPEECH', 'time-range': [1.3, 2.76]}, {'type': 'NON-SPEECH', 'time-range': [2.82, 4.92]}, {'type': 'SPEECH', 'time-range': [2.94, 4.54]}, {'type': 'SPEECH', 'time-range': [4.72, 5.18]}, {'type': 'SPEECH', 'time-range': [5.28, 6.0200000000000005]}, {'type': 'SPEECH', 'time-range': [6.32, 7.34]}, {'type': 'SPEECH', 'time-range': [7.38, 7.7]}]"
data_imp/indigo_audio_new/0f582030-e2d5-4697-bc03-3b5ae813291d.wav,"[{'type': 'SPEECH', 'time-range': [0.36, 0.98]}, {'type': 'SPEECH', 'time-range': [11.16, 11.66]}]"
data_imp/indigo_audio_new/133f8826-94d1-46b5-ad52-96600e54271b.wav,"[{'type': 'SPEECH', 'time-range': [0.36, 0.6]}, {'type': 'SPEECH', 'time-range': [0.7000000000000001, 1.0]}, {'type': 'SPEECH', 'time-range': [1.32, 2.74]}, {'type': 'SPEECH', 'time-range': [2.86, 4.58]}, {'type': 'SPEECH', 'time-range': [4.68, 5.12]}, {'type': 'SPEECH', 'time-range': [5.26, 6.0]}, {'type': 'SPEECH', 'time-range': [6.76, 7.32]}, {'type': 'SPEECH', 'time-range': [7.74, 8.040000000000001]}]"
data_imp/indigo_audio_new/98237416-1dc3-4e3f-94bc-7be794a5680c.wav,"[{'type': 'SPEECH', 'time-range': [0.36, 0.96]}, {'type': 'NON-SPEECH', 'time-range': [30.04, 31.32]}, {'type': 'SPEECH', 'time-range': [31.7, 33.56]}, {'type': 'SPEECH', 'time-range': [34.14, 35.56]}]"
data_imp/indigo_audio_new/99bd5f48-ec3f-4e7e-b506-f649882808a1.wav,"[{'type': 'SPEECH', 'time-range': [0.38, 1.64]}, {'type': 'SPEECH', 'time-range': [2.28, 5.16]}, {'type': 'SPEECH', 'time-range': [5.38, 6.04]}, {'type': 'SPEECH', 'time-range': [6.38, 6.98]}, {'type': 'SPEECH', 'time-range': [7.1000000000000005, 8.92]}, {'type': 'SPEECH', 'time-range': [10.72, 11.24]}]"
data_imp/indigo_audio_new/3991f155-cdc2-462d-968d-179ef931a5e1.wav,"[{'type': 'SPEECH', 'time-range': [0.4, 0.98]}, {'type': 'SPEECH', 'time-range': [1.42, 1.96]}, {'type': 'SPEECH', 'time-range': [2.44, 4.0200000000000005]}, {'type': 'SPEECH', 'time-range': [10.7, 11.16]}, {'type': 'SPEECH', 'time-range': [11.6, 13.1]}, {'type': 'SPEECH', 'time-range': [13.36, 14.06]}, {'type': 'SPEECH', 'time-range': [14.22, 14.94]}, {'type': 'SPEECH', 'time-range': [15.04, 15.72]}]"
data_imp/indigo_audio_new/4755e397-8f10-4de5-8b54-b33adfb95b51.wav,"[{'type': 'SPEECH', 'time-range': [0.4, 0.84]}, {'type': 'SPEECH', 'time-range': [10.04, 10.52]}, {'type': 'SPEECH', 'time-range': [11.9, 12.36]}, {'type': 'SPEECH', 'time-range': [16.52, 16.98]}]"
data_imp/indigo_audio_new/a35086c7-e66d-41a6-950b-6c0ebe069124.wav,"[{'type': 'SPEECH', 'time-range': [0.44, 0.98]}]"
data_imp/indigo_audio_new/5b3b8ac4-bb26-4cf1-b9e6-92ebee310273.wav,"[{'type': 'SPEECH', 'time-range': [0.44, 0.8200000000000001]}, {'type': 'SPEECH', 'time-range': [15.66, 16.86]}, {'type': 'SPEECH', 'time-range': [31.9, 33.12]}]"
data_imp/indigo_audio_new/7bf16614-92b6-4077-838a-de0bcb154f82.wav,"[{'type': 'SPEECH', 'time-range': [0.44, 0.8200000000000001]}, {'type': 'SPEECH', 'time-range': [32.980000000000004, 33.82]}]"
data_imp/indigo_audio_new/1417e153-f5e6-4309-b27c-ee3ec9b0b7ea.wav,"[{'type': 'SPEECH', 'time-range': [0.44, 1.94]}, {'type': 'SPEECH', 'time-range': [1.98, 3.92]}, {'type': 'SPEECH', 'time-range': [4.08, 5.74]}, {'type': 'NON-SPEECH', 'time-range': [6.78, 9.08]}, {'type': 'SPEECH', 'time-range': [6.88, 9.12]}, {'type': 'NON-SPEECH', 'time-range': [9.26, 11.9]}, {'type': 'SPEECH', 'time-range': [9.28, 11.92]}, {'type': 'NON-SPEECH', 'time-range': [12.16, 14.34]}, {'type': 'SPEECH', 'time-range': [12.24, 14.4]}, {'type': 'NON-SPEECH', 'time-range': [14.66, 18.24]}, {'type': 'SPEECH', 'time-range': [14.74, 18.32]}, {'type': 'SPEECH', 'time-range': [18.5, 20.18]}]"
data_imp/indigo_audio_new/78a99f8e-d8fd-4ca6-a05e-260c83d87ea4.wav,"[{'type': 'SPEECH', 'time-range': [0.48, 1.0]}, {'type': 'NON-SPEECH', 'time-range': [1.26, 4.6000000000000005]}, {'type': 'NON-SPEECH', 'time-range': [4.86, 8.16]}, {'type': 'NON-SPEECH', 'time-range': [8.52, 9.88]}, {'type': 'SPEECH', 'time-range': [8.540000000000001, 9.7]}, {'type': 'SPEECH', 'time-range': [9.8, 10.28]}, {'type': 'SPEECH', 'time-range': [10.86, 12.98]}, {'type': 'SPEECH', 'time-range': [13.02, 14.68]}]"
data_imp/indigo_audio_new/f8bef97e-07eb-42bb-b308-60e20a1d2ee2.wav,"[{'type': 'SPEECH', 'time-range': [0.54, 1.06]}, {'type': 'NON-SPEECH', 'time-range': [5.42, 8.2]}, {'type': 'SPEECH', 'time-range': [5.44, 8.18]}]"
data_imp/indigo_audio_new/d5fa7425-8e39-4dc4-943f-8f2116c5f27f.wav,"[{'type': 'SPEECH', 'time-range': [0.54, 1.24]}, {'type': 'SPEECH', 'time-range': [7.0, 7.98]}]"
data_imp/indigo_audio_new/bd0047c9-4c6d-4633-8679-637ff2c288fb.wav,"[{'type': 'SPEECH', 'time-range': [0.56, 1.0]}, {'type': 'SPEECH', 'time-range': [2.3000000000000003, 3.58]}, {'type': 'SPEECH', 'time-range': [3.82, 4.78]}, {'type': 'SPEECH', 'time-range': [5.84, 7.0200000000000005]}, {'type': 'SPEECH', 'time-range': [7.32, 7.84]}, {'type': 'NON-SPEECH', 'time-range': [8.68, 9.84]}, {'type': 'SPEECH', 'time-range': [10.06, 10.48]}, {'type': 'NON-SPEECH', 'time-range': [10.8, 12.46]}, {'type': 'SPEECH', 'time-range': [10.84, 12.46]}]"
data_imp/indigo_audio_new/72d31483-44a2-4277-ab1d-3ba257f8bad7.wav,"[{'type': 'SPEECH', 'time-range': [0.6, 0.92]}, {'type': 'SPEECH', 'time-range': [1.16, 1.46]}, {'type': 'NON-SPEECH', 'time-range': [6.74, 7.08]}, {'type': 'SPEECH', 'time-range': [11.7, 12.52]}]"
data_imp/indigo_audio_new/cf88c0d7-4520-44b6-a710-8c3dac226611.wav,"[{'type': 'NON-SPEECH', 'time-range': [0.62, 2.06]}, {'type': 'SPEECH', 'time-range': [7.0600000000000005, 8.34]}, {'type': 'SPEECH', 'time-range': [8.52, 9.22]}, {'type': 'SPEECH', 'time-range': [12.14, 13.08]}]"
data_imp/indigo_audio_new/dec55b2a-22f4-49f9-a016-ec0dee02c125.wav,"[{'type': 'SPEECH', 'time-range': [0.62, 1.22]}, {'type': 'SPEECH', 'time-range': [1.34, 2.52]}, {'type': 'NON-SPEECH', 'time-range': [7.56, 11.2]}, {'type': 'SPEECH', 'time-range': [9.58, 11.28]}, {'type': 'SPEECH', 'time-range': [11.58, 14.62]}, {'type': 'SPEECH', 'time-range': [14.78, 15.38]}]"
data_imp/indigo_audio_new/a512c800-8c53-4690-9cb2-5fc73e498815.wav,"[{'type': 'SPEECH', 'time-range': [0.62, 1.24]}, {'type': 'SPEECH', 'time-range': [1.88, 3.08]}, {'type': 'SPEECH', 'time-range': [5.96, 6.92]}, {'type': 'SPEECH', 'time-range': [7.44, 9.18]}, {'type': 'SPEECH', 'time-range': [9.56, 13.18]}, {'type': 'NON-SPEECH', 'time-range': [13.54, 14.98]}, {'type': 'SPEECH', 'time-range': [14.1, 15.08]}]"
data_imp/indigo_audio_new/e9942782-69b7-4363-8d70-7590d943894f.wav,"[{'type': 'NON-SPEECH', 'time-range': [0.74, 1.48]}, {'type': 'NON-SPEECH', 'time-range': [2.86, 4.54]}, {'type': 'NON-SPEECH', 'time-range': [4.62, 5.88]}, {'type': 'SPEECH', 'time-range': [8.06, 10.32]}, {'type': 'SPEECH', 'time-range': [10.6, 11.34]}]"
